,Ligand,Receptor,Pathway,Category
2896,Nectin1,Cd96,NECTIN,Cell-Cell Contact
2897,Nectin1,Nectin4,NECTIN,Cell-Cell Contact
2898,Nectin3,Nectin1,NECTIN,Cell-Cell Contact
2899,Nectin3,Nectin2,NECTIN,Cell-Cell Contact
2900,Nectin3,Pvr,NECTIN,Cell-Cell Contact
2901,Nectin3,Tigit,NECTIN,Cell-Cell Contact
2902,Nectin2,Cd226,NECTIN,Cell-Cell Contact
2903,Nectin2,Tigit,NECTIN,Cell-Cell Contact
2904,Nectin1,Nectin3,NECTIN,Cell-Cell Contact
2905,Negr1,Negr1,NEGR,Cell-Cell Contact
2906,Lrrc4c,Ntng1,NGL,Cell-Cell Contact
2907,Lrrc4,Ntng2,NGL,Cell-Cell Contact
2908,Lrrc4b,Ptprf,NGL,Cell-Cell Contact
2909,Ulbp1,Klrk1,NKG2D,Cell-Cell Contact
2910,Ulbp1,Hcst,NKG2D,Cell-Cell Contact
2911,Dlk1,Notch1,NOTCH,Cell-Cell Contact
2912,Dlk1,Notch2,NOTCH,Cell-Cell Contact
2913,Dlk1,Notch3,NOTCH,Cell-Cell Contact
2914,Dlk1,Notch4,NOTCH,Cell-Cell Contact
2915,Dll1,Notch1,NOTCH,Cell-Cell Contact
2916,Dll1,Notch3,NOTCH,Cell-Cell Contact
2917,Dll1,Notch4,NOTCH,Cell-Cell Contact
2918,Dll3,Notch1,NOTCH,Cell-Cell Contact
2919,Dll3,Notch2,NOTCH,Cell-Cell Contact
2920,Dll3,Notch3,NOTCH,Cell-Cell Contact
2921,Dll3,Notch4,NOTCH,Cell-Cell Contact
2922,Dll4,Notch1,NOTCH,Cell-Cell Contact
2923,Dll4,Notch2,NOTCH,Cell-Cell Contact
2924,Dll4,Notch3,NOTCH,Cell-Cell Contact
2925,Dll4,Notch4,NOTCH,Cell-Cell Contact
2926,Jag1,Notch1,NOTCH,Cell-Cell Contact
2927,Jag1,Notch2,NOTCH,Cell-Cell Contact
2928,Jag1,Notch3,NOTCH,Cell-Cell Contact
2929,Jag1,Notch4,NOTCH,Cell-Cell Contact
2930,Jag2,Notch1,NOTCH,Cell-Cell Contact
2931,Jag2,Notch2,NOTCH,Cell-Cell Contact
2932,Jag2,Notch3,NOTCH,Cell-Cell Contact
2933,Jag2,Notch4,NOTCH,Cell-Cell Contact
2934,Dll1,Notch2,NOTCH,Cell-Cell Contact
2935,Nrxn1,Nlgn1,NRXN,Cell-Cell Contact
2936,Nrxn1,Nlgn2,NRXN,Cell-Cell Contact
2937,Nrxn1,Nlgn3,NRXN,Cell-Cell Contact
2938,Nrxn2,Nlgn1,NRXN,Cell-Cell Contact
2939,Nrxn2,Nlgn2,NRXN,Cell-Cell Contact
2940,Nrxn2,Nlgn3,NRXN,Cell-Cell Contact
2941,Nrxn3,Nlgn1,NRXN,Cell-Cell Contact
2942,Nrxn3,Nlgn2,NRXN,Cell-Cell Contact
2943,Nrxn3,Nlgn3,NRXN,Cell-Cell Contact
2944,Ocln,Ocln,OCLN,Cell-Cell Contact
2945,Cd274,Pdcd1,PD-L1,Cell-Cell Contact
2946,Pdcd1lg2,Pdcd1,PDL2,Cell-Cell Contact
2947,Pecam1,Pecam1,PECAM1,Cell-Cell Contact
2948,Ptprm,Ptprm,PTPRM,Cell-Cell Contact
2949,Pvr,Cd226,PVR,Cell-Cell Contact
2950,Pvr,Tigit,PVR,Cell-Cell Contact
2951,Sele,Cd44,SELE,Cell-Cell Contact
2952,Sele,Glg1,SELE,Cell-Cell Contact
2953,Sell,Cd34,SELL,Cell-Cell Contact
2954,Sell,Podxl,SELL,Cell-Cell Contact
2955,Sell,Glycam1,SELL,Cell-Cell Contact
2956,Sell,Madcam1,SELL,Cell-Cell Contact
2957,Selplg,Sele,SELPLG,Cell-Cell Contact
2958,Selplg,Sell,SELPLG,Cell-Cell Contact
2959,Selplg,Selp,SELPLG,Cell-Cell Contact
2960,Sema4a,Nrp1,SEMA4,Cell-Cell Contact
2961,Sema4a,Plxna1,SEMA4,Cell-Cell Contact
2962,Sema4a,Nrp1,SEMA4,Cell-Cell Contact
2963,Sema4a,Plxna2,SEMA4,Cell-Cell Contact
2964,Sema4a,Nrp1,SEMA4,Cell-Cell Contact
2965,Sema4a,Plxna3,SEMA4,Cell-Cell Contact
2966,Sema4a,Nrp1,SEMA4,Cell-Cell Contact
2967,Sema4a,Plxna4,SEMA4,Cell-Cell Contact
2968,Sema4a,Plxnb1,SEMA4,Cell-Cell Contact
2969,Sema4a,Plxnb2,SEMA4,Cell-Cell Contact
2970,Sema4a,Plxnb3,SEMA4,Cell-Cell Contact
2971,Sema4d,Plxnb1,SEMA4,Cell-Cell Contact
2972,Sema4d,Plxnb2,SEMA4,Cell-Cell Contact
2973,Sema4d,Plxnb3,SEMA4,Cell-Cell Contact
2974,Sema4c,Plxnb2,SEMA4,Cell-Cell Contact
2975,Sema4g,Plxnb2,SEMA4,Cell-Cell Contact
2976,Sema4a,Timd2,SEMA4,Cell-Cell Contact
2977,Sema4d,Cd72,SEMA4,Cell-Cell Contact
2978,Sema5a,Plxna1,SEMA5,Cell-Cell Contact
2979,Sema5b,Plxna1,SEMA5,Cell-Cell Contact
2980,Sema5a,Plxna3,SEMA5,Cell-Cell Contact
2981,Sema5b,Plxna3,SEMA5,Cell-Cell Contact
2982,Sema5a,Plxnb3,SEMA5,Cell-Cell Contact
2983,Sema6d,Plxna1,SEMA6,Cell-Cell Contact
2984,Sema6d,Kdr,SEMA6,Cell-Cell Contact
2985,Sema6d,Plxna1,SEMA6,Cell-Cell Contact
2986,Sema6d,Trem2,SEMA6,Cell-Cell Contact
2987,Sema6d,Tyrobp,SEMA6,Cell-Cell Contact
2988,Sema6d,Plxna1,SEMA6,Cell-Cell Contact
2989,Sema6a,Plxna2,SEMA6,Cell-Cell Contact
2990,Sema6b,Plxna2,SEMA6,Cell-Cell Contact
2991,Sema6a,Plxna4,SEMA6,Cell-Cell Contact
2992,Sema6b,Plxna4,SEMA6,Cell-Cell Contact
2993,Sema7a,Itgb1,SEMA7,Cell-Cell Contact
2994,Sema7a,Itga1,SEMA7,Cell-Cell Contact
2995,Sema7a,Plxnc1,SEMA7,Cell-Cell Contact
2996,Siglec1,Spn,SN,Cell-Cell Contact
2997,Thy1,Itgam,THY1,Cell-Cell Contact
2998,Thy1,Itgb2,THY1,Cell-Cell Contact
2999,Thy1,Itgax,THY1,Cell-Cell Contact
3000,Thy1,Itgb2,THY1,Cell-Cell Contact
3001,Thy1,Itgav,THY1,Cell-Cell Contact
3002,Thy1,Itgb3,THY1,Cell-Cell Contact
3003,Tigit,Nectin2,TIGIT,Cell-Cell Contact
3004,Tigit,Pvr,TIGIT,Cell-Cell Contact
3005,Itga4,Vcam1,VCAM,Cell-Cell Contact
3006,Itgb1,Vcam1,VCAM,Cell-Cell Contact
3007,Itga9,Vcam1,VCAM,Cell-Cell Contact
3008,Itgb1,Vcam1,VCAM,Cell-Cell Contact
3009,Itga4,Vcam1,VCAM,Cell-Cell Contact
3010,Itgb7,Vcam1,VCAM,Cell-Cell Contact
3011,Vsir,Igsf11,VISTA,Cell-Cell Contact
